title_english,content_english,link
Problem 1375. “Bulls in the vanguard of the offensive”,"Ancient China. There is a war between the troops of the Yan Dynasty and the Qi Dynasty. The Qis army besieged the city for a long time. The besieged under the command of Tian Dan decided to break through. The sortie was planned for the night, when the Qi soldiers would be asleep. In order to immediately sow panic in the ranks of the besiegers, it was decided to first release the bulls, which were collected from all over the city, through the city gates. The bulls were dressed in purple blankets embroidered with images of dragons, and sharp swords were tied to their horns. But how to make bulls run towards the enemy?",https://www.trizland.ru/tasks/6143/
Problem 1376. Fair bears ,"In the 17th century In the Belarusian town of Smorgon there was an “educational institution” for training bears. Bear cubs caught in local forests were brought here, in batches of 5-6 individuals, over a couple of months they were taught to dance to a tambourine on their hind legs and, accompanied by a guide, they were sent for the season - until the bears hibernated - to work at fairs in Europe. How to make six bears rise on their hind legs at the same time? How to teach them to dance to the beat of a tambourine?",https://www.trizland.ru/tasks/6144/
Problem 1377. Attention! Gases! ,"The operation of a car engine is invariably accompanied by the release of exhaust gases after fuel combustion. Exhaust gases are discharged outside through a special pipe. As a rule, at the initial stage, when the car is just starting, a little more fuel enters the combustion chamber, which means more exhaust gases are released from the pipe. How can this resource be used to create a device against car thieves?",https://www.trizland.ru/tasks/6145/
Problem 1378. Book order,"In the Middle Ages, books were handwritten. Each page was copied separately, after which the pages - and sometimes there were more than a hundred of them - went to the bookbinder. There were no page numbers then. How could the bookbinder avoid getting confused about the order of the pages?",https://www.trizland.ru/tasks/6146/
Problem 1379. “Ball in the hole”,"Gophers dig deep, branched burrows. One of these minks quietly appeared on a country tennis court. One day, during a game, a tennis ball landed right in a gopher's hole. There was no other ball. But getting the ball that had disappeared into the hole was problematic. And yet one of the players managed to do it without tearing up the ground. How did he do this?",https://www.trizland.ru/tasks/6147/
Problem 1380. Turtle-fisher ,"The snapping turtle, which lives in the Mississippi River basin, feeds on fish. The turtle's tongue is long, thin, and bright red. It is this resource that she effectively uses to obtain food for herself. How?",https://www.trizland.ru/tasks/6148/
Problem 1381. Failed Adultery,"At all times, talents have attracted a lot of admirers who will do the most extravagant things for the sake of attention. At one time, the English writer Bernard Shaw had them too. Once he received a rather frank letter from an unknown lady. She wrote: “You are smart. I am beautiful. We will have a great child.” The writer was not going to accept the woman’s unexpected offer, but he did not want to offend the selfless admirer either. His answer was delicate, laconic and irrefutable. What did Bernard Shaw write to his admirer?",https://www.trizland.ru/tasks/6149/
Problem 1382. “Caution – glass!”,"Reducing costs is one of the main ongoing tasks of efficient production. At one time, the management of the Renault automobile company, having analyzed the situation at their factories, drew attention to the fact that about 3 percent of windshields arrived from the manufacturing plant to the car assembly site broken. We found out that the main reason is that the movers, despite the warning signs on the packaging containers, handle the glass rather carelessly. Renault engineers have proposed a simple way to force movers to be more careful when handling expensive car glass. After the implementation of this proposal, glass breakage decreased significantly. How was this achieved?",https://www.trizland.ru/tasks/6150/
Problem 1383. “Air for testing”,"During a physics lesson, the teacher decided to demonstrate to the students how the level of air pollution is determined. For greater clarity, it was decided to take the air from the part of the city where large industrial enterprises were located. The teacher handed one of the students an empty jar with a lid and told him to go to an industrial area and bring air from there for an experiment. But the jar already contained the air of the school. How can a student fill the jar with air in the desired area?",https://www.trizland.ru/tasks/6151/
Problem 1384. “Doctor at gunpoint”,In Russia in the dashing 90s,https://www.trizland.ru/tasks/6152/
Problem 1385. “Winter Hunt”,"In winter, foxes hunt mice and other small rodents, which sometimes also emerge from their burrows from under the snow in search of food. Noticing the mouse, the fox quietly creeps closer. But mice are very shy. At the slightest danger, they hide in the hole again. The snow creaking under the fox's paws will clearly frighten the mouse. How can a fox silently sneak up on its prey in the snow?",https://www.trizland.ru/tasks/6153/
Problem 1386. Halt in the swamp,"19th century. A platoon of soldiers of the French Foreign Legion in Algeria, making a long forced march, ended up in a swampy area. For tens of kilometers around there is not a single dry piece of land, not a tree, not a bush, not a dry hummock. A solid muddy mess underfoot. The soldiers walked without rest for many hours. It became necessary to take a break. But underfoot there is only swamp mud and mud, and there is nothing to put down to even sit on. How did the soldiers manage to sit down and rest their legs?",https://www.trizland.ru/tasks/6154/
Problem 1387. “The houses are rocking”,"Modern buildings sometimes have more than a hundred floors. At an altitude of several hundred meters, these structures sway noticeably when exposed to wind. Even taking into account the safety margin of building materials, this may be unsafe for the building. In addition, people inside on the upper floors may experience significant discomfort. How can one, if not eliminate, then at least reduce the amplitude of the sway of a skyscraper?",https://www.trizland.ru/tasks/6155/
Problem 1388. “We see the invisible”,"Since ancient times, spies of all countries and peoples often used sympathetic (invisible) ink to transmit data “to the center”. The most common were substances that appeared when the paper on which it was applied was heated – milk, wine vinegar, honey, soap, etc. The development of chemistry gave secret services the opportunity to use substances that appeared during chemical treatment of paper or under the influence of ultraviolet rays – ammonia, starch, table salt, etc. How can you detect inscriptions made with invisible ink on paper, regardless of their composition?",https://www.trizland.ru/tasks/6156/
Problem 1389. “Cyphering from Griboyedov”,"In the 1820s, diplomat and writer Alexander Sergeevich Griboyedov sent secret reports from Persia to Russia by regular mail. The reports were coherent text written down in words, included inside a lengthy message. To avoid declassification of the code, there were no numbers in the letter indicating the numbering of the required lines and words. How did the Russian intelligence services of that time read Griboyedov’s reports?",https://www.trizland.ru/tasks/6157/
Problem 1390. “Reading hieroglyphs”,"The ancient Egyptians wrote in hieroglyphs, which looked like a kind of pictograms and depicted mountains, the sun, water, people, birds, animals, etc. In this case, the hieroglyphs were arranged both in a column vertically and in a line horizontally. Vertical inscriptions were always read from top to bottom, but horizontal inscriptions could be read both from right to left and from left to right. How did the ancient Egyptians determine which direction to read a hieroglyphic inscription?",https://www.trizland.ru/tasks/6158/
Problem 1391. Free fruit,"City authorities, as a rule, prefer to landscape megacities with “barren” trees - this makes it easier for public utilities to clean the streets. In San Francisco, one public organization that provides assistance to the homeless decided that fruit trees on the streets could become practically free suppliers of vitamins for those who are unable to purchase fruit in stores. But the city authorities, under threat of a fine for vandalism, prohibited members of the organization from planting fruit trees even near their homes. Then the social activists, without breaking the law, decided to force the trees already growing on the streets to bear edible fruits. How did the volunteers solve the problem?",https://www.trizland.ru/tasks/6159/
Problem 1392. “Letters “is he or you”,"With the development of information technology, people are more likely to use emails than regular mail to deliver messages from one place to another. Postal services are losing money. To attract users, they have to look for new forms of services - even an individual approach to each letter sender. But how can you make a regular letter stand out from others without disrupting the standardized mail processing process?",https://www.trizland.ru/tasks/6160/
Problem 1393. Feathered Printer,"The popularity of social networks has long given some Internet users the idea of ​​blogging on behalf of animals - their pet cats, dogs, parrots. It is clear that posts and photographs on such blogs are posted by real people. Advertisers for one restaurant chain in Australia went further. To raise awareness of their brand, they decided to get a real live chicken to type out tweets on Twitter. How did they do it?",https://www.trizland.ru/tasks/6161/
Problem 1394. “To one of two”,"One married couple gave birth to twin boys. Soon, one of the children was diagnosed with a disease, for the treatment of which the child needed to be given medicine every two hours. The question arose for parents: how to distinguish between twins? We tried to dress it differently, cut it differently, even mark it with a marker. But the marker washed off, clothes needed to be changed often, and my hair grew back quickly. The problem became especially acute after the grandmother gave medicine to the wrong boy, and he had to be urgently hospitalized. How can parents determine exactly which twin to give the medicine to?",https://www.trizland.ru/tasks/6162/
Problem 1395. “Their Morals”,"Film director Grigory Alexandrov, popular in the USSR, was planning to celebrate his anniversary magnificently and, among other guests, invited his secret lover home. Alexandrov’s wife, actress Lyubov Orlova, learned about her husband’s connection and intentions. With this woman, they used the services of the same tailor, so the actress knew what dress the woman was going to wear for her anniversary. Naturally, Orlova did not want to see her husband’s mistress at the holiday and made it so that, as soon as she appeared, the woman immediately ran away. How did Lyubov Orlova manage to do this?",https://www.trizland.ru/tasks/6163/
Problem 1396. Fish loves to count,"Fishermen's boasts about incredible catches have now become mere jokes. Back in the 18th century, Japanese fishermen found a way to keep an accurate record of the fish they caught and, if necessary, demonstrate it visually on paper, without, of course, resorting to photographic images. At the same time, the breed of fish, its size and “individual” distinctive features were precisely indicated. How did Japanese fishermen manage to accurately record their catch on paper?",https://www.trizland.ru/tasks/6164/
Problem 1397. “Pay the toll and sail calmly”,"The bulk of Denmark's budget in the Middle Ages consisted of duties paid to the treasury by merchant ships passing through the Denmark Strait. Depending on the type of goods transported, the duty was up to 2 percent of its value. Large merchant ships sometimes accumulated in large numbers in the strait. Customs officers simply did not have time to thoroughly check all of them. Then they collected the fee on a “declaration” basis.  And some captains, quickly understanding the situation, in order to pay less for the passage of the strait, declared an underestimated value of the transported goods. Danish customs officers “saw through” the ruse and created conditions under which the cunning captains abandoned their intentions. How was this done?",https://www.trizland.ru/tasks/6166/
Problem 1398. “Calculate in order!”,"Professional football players carefully monitor their image, and the number under which the player enters the field is an integral part of it. Italian midfielder Roberto Baggio wore number 10 for most of his successful football career. Therefore, when he moved from the Bologna club to Inter in 1998, he demanded that this number be left to him. The Brazilian legionnaire “Inreta” Ronaldo, who previously had the “ten”, gave in to the “rookie” on one condition - he would play under the number “9”. But under the “nine”, an equally venerable striker from Chile, Ivan Zamorano, took to the field. Zamorano turned out to be more flexible. However, the Chilean also did not want to part with his “lucky” number. He agreed to wear number 18, and when he entered the field, he effectively demonstrated to the fans that he was still wearing number 9. How did Zamorano do this?",https://www.trizland.ru/tasks/6167/
Problem 1399. “Failed wedding”,"The young man and the girl decided to get married. The bride's parents spent $35,000 on wedding preparations - a restaurant, cars, travel. But five days before the painting, the groom “ran away.” The wedding has been cancelled, but the money can no longer be returned. And yet, the would-be bride managed to get significant capital from the funds invested in the event, which attracted the attention of many other potential suitors for her hand and heart. How did she do this?",https://www.trizland.ru/tasks/6168/
Problem 1400. Fast basketball ,"According to basketball rules, if the game ends with the same score, extra time is assigned. During a match in the European basketball tournament between the teams of Bulgaria and Czechoslovakia, when there were only 8 seconds left in the game, the difference in the score was 2 points in favor of the Bulgarians. But to reach the next stage, the Bulgarian team needed a 5-point gap in the score. The Bulgarian coach understood that during this time it would not be possible to gain the necessary advantage. At the decisive moment, he asked for a short break and gave instructions to the players, following which the team managed to get the desired 5 points. How did the Bulgarian team manage to do this?",https://www.trizland.ru/tasks/6169/
Problem 1401. “Pipe rupture”,"It is known that ice occupies a larger volume than the water from which it was formed. Therefore, in the cold, water pipes burst: the water inside them freezes and bursts the walls from the inside. How can you prevent pipe ruptures?",https://www.trizland.ru/tasks/6170/
Problem 1402. “The party has one dream”,"In the USSR, it was customary to report to the next congress of the CPSU on achievements in the national economy. This concerned literally all its branches. On the eve of the next communist congress, the Tupolev Design Bureau, where work on a new aircraft was being completed, received an order from the CPSU Central Committee to get busy and demonstrate the finished aircraft to the delegates. To all of Tupolev's objections that the aircraft was not ready and that the accelerated pace of work could lead to defects in the design",https://www.trizland.ru/tasks/6171/
Problem 1403. “How many Spartans do you need?”,"In the ancient Greek state of Sparta, the profession of a soldier was the most honorable. Under the leadership of King Agesilaus II (IV century BC), the Spartans waged numerous wars, attracting the armies of conquered states to their side. During one of the campaigns, the allies began to be indignant that they were sending entire armies into battle, and Sparta was only sending a small detachment. To maintain his power, Agesilaus needed to clearly prove that he had correctly distributed the forces in the army. How did he do this?",https://www.trizland.ru/tasks/6172/
Problem 1406. The Soothsayer's Answer,"After one astrologer predicted the date of death of the mistress of the French king Louis XI, the angry ruler ordered the guards to bring the soothsayer to him in order to immediately kill him. “You predict other people’s destinies so well that you can easily tell how long you have left to live,” the king sarcastically remarked. After the astrologer answered, the king granted him life. What did the soothsayer answer?",https://www.trizland.ru/tasks/6175/
Problem 1407. “When cement is in short supply”,"At the end of the 1920s, military aviation was actively developing in the USSR. Among other things, the pilots learned bombing. The planes dropped not combat bombs, but training bombs made of cement. But the country was recovering from the devastation of the civil war. There wasn't enough cement. It even had to be bought for foreign currency. Cement bombs were saved. And this affected the practical training of military pilots. The inventive pilot Pavel Grokhovsky, who was then serving at the training ground near Novocherkassk, found a way to solve the problem of the shortage of training bombs. How?",https://www.trizland.ru/tasks/6176/
Problem 1408. “The Secret of Confession”,"In Catholicism, only men can hear confessions from parishioners. Once, nuns from a monastery, citing female weaknesses, approached Pope John XXII with a request to allow them to confess to each other. The Pope was ready to agree, but decided to first check whether the nuns who had approached him were able to curb their curiosity, since confession presupposes complete secrecy. John XXII gave a box to the monastery and strictly instructed them not to open it. When the Pope came to the monastery a few days later, it turned out that the box had been opened after all. How did John XXII manage to clearly show the nuns that they could not confess each other?",https://www.trizland.ru/tasks/6177/
Problem 1409. “Disappearance of a living elephant”,The famous magician Harry Houdini's repertoire included the Disappearance of the Living Elephant trick. Against the backdrop of a black velvet curtain,https://www.trizland.ru/tasks/6178/
Problem 1410. “The Loving King”,"According to historical chronicles, European nobility in the Middle Ages often preached free morals. Thus, the French king (1515–1547) Francis I was very partial to the female sex and was famous for his adventures. Once the king took a fancy to the wife of a merchant. Friends warned the merchant that one of the coming nights the king was going to sneak into his house for a secret meeting. The merchant set up an ambush and saw the king approaching. But how to prevent a date? For opposing the king one could go to the gallows. And yet the merchant managed to stop His Majesty on the threshold of his house. How?",https://www.trizland.ru/tasks/6179/
Problem 1411. “On a narrow path”,"Once the German writer Johann Wolfgang Goethe was walking through the park. On a path where only one person could pass, he met a familiar critic who constantly spoke bitterly about the writer’s works. “I never give way to fools!” - said the critic, clearly intending to insult Goethe. How can a writer adequately respond to such an insult using this situation?",https://www.trizland.ru/tasks/6180/
Problem 1412. Long live the king!,"At the beginning of the 17th century, difficult relations developed between Spain and France. The Spaniards spread a rumor that the French king Henry IV was very ill and as a monarch did not pose a danger. Henry IV had to convince the Spaniards otherwise. The right moment was a reception at the French court of the Spanish Ambassador. How can a king prove to an ambassador that he is alert and in good health without violating court and diplomatic etiquette?",https://www.trizland.ru/tasks/6181/
Problem 1413. “If the position is unavailable”,"Cardinal Mazarin, the first minister of France in the 17th century, was one of the most influential people in the state. Many at the royal court sought his favor. Mazarin himself singled out one nobleman among others for his loyalty, and wanted to reward him with some kind of lucrative position. However, time passed, and a convenient opportunity for this did not arise. When the nobleman realized that the minister's intentions might not be fulfilled, and the financial situation required improvement, he proposed his plan to Mazarin. At the same time, he did not cause much trouble to the minister, and as a result, the nobleman significantly increased his income at the expense of other courtiers. How did the nobleman manage to do this?",https://www.trizland.ru/tasks/6182/
Problem 1414. “Three portraits”,"Eastern parable. The powerful emir, who had lost one eye in battle, summoned artists and ordered his portrait to be painted. The first artist depicted the emir as he was - without an eye - and was executed. The second artist, taught by the experience of the first, decided to embellish the emir, depicted him with two eyes - and was also executed. The third artist received a large reward from the emir for his portrait. How did the artist manage to please the emir?",https://www.trizland.ru/tasks/6183/
Problem 1415. “Concrete “to taste””,"The dome of the majestic Temple of All Gods - the Pantheon, erected in Rome in the 2nd century. n. e., made of concrete, has the shape of a hemisphere and weighs, according to experts, almost 5000 tons. To support such a colossus, the builders made the walls of the dome at the base three times thicker than at the top. In addition, depending on the height, the weight of the concrete itself, from which the dome is built, also decreases. How did ancient Roman builders manage to change the weight of concrete without losing its strength? Concrete “to taste” The dome of the majestic Temple of all the gods - the Pantheon, built in Rome in the 2nd century. n. e., made of concrete, has the shape of a hemisphere and weighs, according to experts, almost 5000 tons. To support such a colossus, the builders made the walls of the dome at the base three times thicker than at the top. In addition, depending on the height, the weight of the concrete itself, from which the dome is built, also decreases. How did ancient Roman builders manage to change the weight of concrete without losing its strength?",https://www.trizland.ru/tasks/6184/
Problem 1416. “The Tsar and the Philosopher”,"Dionysius, the ruler of the city of Syracuse during the times of Ancient Greece, decided to somehow tease the philosopher Aristippus. During lunch in his palace, the king on the first day offered Aristippus the most honorable place at the table, and the next day he seated him at the very edge, which was considered an act of extreme disdain. “Well, how do you find your place today compared to yesterday?” - Dionysius sarcastically asked the philosopher, clearly intending to publicly humiliate him. How should Aristippus respond to the king in order to preserve his dignity in a delicate situation? Dionysius, the ruler of the city of Syracuse during the times of Ancient Greece, decided to somehow tease the philosopher Aristippus. During lunch in his palace, the king on the first day offered Aristippus the most honorable place at the table, and the next day he seated him at the very edge, which was considered an act of extreme disdain. “Well, how do you find your place today compared to yesterday?” - Dionysius sarcastically asked the philosopher, clearly intending to publicly humiliate him. How should Aristippus respond to the king in order to preserve his dignity in a delicate situation?",https://www.trizland.ru/tasks/6185/
Problem 1417. “Cleanliness is the key to speed”,"For almost all marine vessels, shellfish sticking to the bottom is a significant problem. At a minimum, the speed of the ship slows down, its maneuverability becomes more difficult, and fuel consumption increases. The process of cleaning the bottoms of ships from shellfish is quite labor-intensive, often with the help of divers or the ship entering a dry dock. But there is an easier way to rid the ship of excess ballast. How?",https://www.trizland.ru/tasks/6186/
Problem 1418. “Let’s synchronize watches”,"One of the favorite corporals of the Prussian king Frederick the Great really wanted to have a pocket watch on a chain. Pleasure in those days was not cheap. Therefore, the corporal wore just a chain for show, and in his pocket, instead of a watch, he hid a bullet to which the chain was attached. One day the king noticed this chain: “I see you got rich, corporal, and got yourself a watch? Let’s compare our watches to see whose is more accurate.” The corporal, who found himself in an unpleasant situation, had no choice but to take a bullet on a chain from his pocket. But after explaining this fact, the king not only praised the corporal, but also granted him his watch. How did the corporal justify himself to the king?",https://www.trizland.ru/tasks/6187/
Problem 1419. I feel sorry for the bird,"In the 18th century, the Italian illusionist Pinetti performed a canary trick on audiences. He took a live bird out of the cage, played with it, and then gave it to one of the spectators to hold. The canary instantly died in the wrong hands, which invariably caused strong emotions among the public. The magician took the dead bird and placed it on the table under a glass cover. The canary came to life and soared under the circus dome. How did the magician manage to first kill and then revive the canary?",https://www.trizland.ru/tasks/6188/
Problem 1420. “Note in the egg”,"In Europe, during the Thirty Years' War (1618-1648), conspirators often used ordinary raw chicken eggs for secret correspondence. Inside the egg, under the shell, a message was placed on a small piece of paper. By breaking the egg, the recipient received a message. How did you manage to put a note inside a raw egg?",https://www.trizland.ru/tasks/6189/
Problem 1421. Scarab Prison ,"After fertilization, the female scarab beetle deposits larvae inside dung balls, which serve as a “feeder” for the larvae. Transforming into a pupa, the larva consumes nutrients inside this peculiar egg without touching the shell. The freed space is filled with larval excrement. Over time, the “shell” dries out in the sun and hardens so much that it can be difficult to break even with a stone. How does a newborn scarab beetle get out of its shell?",https://www.trizland.ru/tasks/6190/
Problem 1422. “The Riddle of Nostradamus”,"The medieval astrologer Michel Nostradamus, to strengthen faith in his predictions, showed those who wanted the attraction “the creation of man.” Through a narrow gap in the door, spectators could observe how in the middle of the spacious room, under the “magic” spells of the magician, a human figure suddenly grew straight “out of the floor”. At the same time, the floor remained motionless. The human figure was depicted by a specially created life-size doll. How did Nostradamus manage to convince the audience that this figure appears out of nowhere?",https://www.trizland.ru/tasks/6191/
Problem 1423. Greedy taxi drivers of Bangkok ,"The passenger pays for the taxi ride according to the meter readings. The counter displays the mileage based on the number of revolutions of the car's wheels. Having thought about this, some enterprising taxi drivers in Bangkok, through a small design innovation, have found a way to “legally” charge passengers more money for less mileage. What did greedy taxi drivers come up with?",https://www.trizland.ru/tasks/6192/
Problem 1424. The sea wave rocks,"On sea ships, all dining tables, as a rule, are firmly attached to the floor so that they do not move during rocking. But what about the dishes on the tables? After all, you can’t secure cups of drinks and plates of food tightly! How do sea ships manage to keep dishes on the tables while rocking?",https://www.trizland.ru/tasks/6193/
Problem 1425. Hot racing ,"In Formula 1 racing, cars (bolides) reach very high speeds. It is necessary that the grip of the wheels on the asphalt is greatest. Therefore, for racing on dry asphalt, smooth tires without treads are used. At the same time, heated rubber increases traction. With this in mind, drivers often specifically warm up their car's tires during a warm-up run. How can this be done?",https://www.trizland.ru/tasks/6194/
Problem 1426. “Under Sails”,"In the 17th century, multi-masted sailing ships plied the seas and oceans. To quickly unfold or furl huge panels of sails on a large ship, dozens of sailors climbed the masts at the same time. The boatswain supervised their work from the deck. At the same time, he could not always see from below where this or that sailor was on the mast and what he was doing: sometimes the visibility was poor, sometimes the sailors’ clothes blended into the background of the color of the sail. How did the sailors of the sailing fleet manage to solve this problem?",https://www.trizland.ru/tasks/6195/
Problem 1427. Smart candles ,"The ancient Greeks measured time at night by candles - a candle of a certain size burned for a certain time. The Greeks also had special large candles, which, with the help of a small improvement, loudly reminded the owners that the measured period of time had passed. How did the candles notify their owners of this?",https://www.trizland.ru/tasks/6196/
Problem 1428. “Fish intrigues”,"Once upon a time, the 18th century French politician, diplomat and master of intrigue Charles Talleyrand gave a big noisy dinner for influential people in order to gain their favor. In Paris at that time there were shortages of fish. Talleyrand managed to get two huge salmon, with which he planned to impress those present. But his chef said that serving two such delicious fish at once is bad manners, and the reaction of those present may be exactly the opposite. Talleyrand came up with the idea of ​​serving the fish at the table in such a way that the rules of good manners were observed, and the guests were literally amazed by the noble luxury of the host. How did Talleyrand manage to impress influential people at dinner? For a methodology for solving this and other problems, see TRIZBOX.RU",https://www.trizland.ru/tasks/6197/
Problem 1429. “Quiet! The exam is in progress!”,"A Georgian student studied at a Russian university. Due to illness, she was absent from classes for a long time. Knowing that she might not pass the exam, she asked her fellow countrymen to support her. And during the exam on the street under the window of the auditorium, young Georgians loudly, beautifully and for a long time sang the famous song “Suliko” in several voices. Meanwhile, the Georgian girl successfully passed the exam to the surprise of teachers and students. Everyone guessed that she had copied, but no one saw any cheat sheets on her. How did a Georgian girl manage to pass the exam? See the methodology for solving this and other problems at TRIZBOX.RU",https://www.trizland.ru/tasks/6198/
Problem 1430. Extra columns,"In the 17th century, the authorities of Windsor, England, ordered the architect Christopher Wren to complete the construction of the city hall building. Ren did a brilliant job. The building was two stories high. Half of the first floor was occupied by a spacious portico on supporting columns along the perimeter. The architect's idea created the impression that the second floor loomed menacingly over those entering the building. During the acceptance of the work, it was this impression that played a cruel joke on the architect: the city fathers were afraid that the second floor would collapse and insisted that Christopher Wren install more columns in the portico. No architectural or mathematical arguments were taken into account. The architect was faced with a choice: either complete the columns, but then he would have to make changes to the overall design of the building, or leave everything as is, but then he might not be paid, and someone else would still complete the columns. How did Christopher Wren get out of this situation?",https://www.trizland.ru/tasks/6199/
Problem 1431. “End of the Ice Age”,"In the valleys of the Alps, the main source of water for agricultural needs is glaciers on the mountain tops. The more glaciers melt, there is more water, which means a better harvest. But it happens that spring warmth comes late to the Alpine valleys. Glaciers also begin to melt late. And without timely supply of water, all the efforts of farmers may be in vain. Back in the 18th century, Alpine peasants found a way to make mountain glaciers melt at the right time. As a result, sowing work often began here 2-3 weeks earlier than usual. How was it possible to artificially melt glaciers? In the valleys of the Alps, the main source of water for agricultural needs is glaciers on the tops of the mountains. The more glaciers melt, there is more water, which means a better harvest. But it happens that spring warmth comes late to the Alpine valleys. Glaciers also begin to melt late. And without timely supply of water, all the efforts of farmers may be in vain. Back in the 18th century, Alpine peasants found a way to make mountain glaciers melt at the right time. As a result, sowing work often began here 2-3 weeks earlier than usual. How was it possible to artificially melt glaciers?",https://www.trizland.ru/tasks/6200/
Problem 1432. Refueling on the go,"For normal engine operation, steam locomotives needed a large amount of water, often even more than coal. The water is located in a special compartment - the tender. The water supply had to be replenished every 100-120 km. For this purpose, large reservoirs were provided at the stations. The train stopped. Water was poured into the tender tank with a hose, after which the locomotive continued moving. Naturally, this significantly increased the delivery time of goods. In the first half of the 20th century, American railroad workers found a way to fill a steam locomotive with water from open land sources without stopping - right while moving. On long hauls across the endless prairies, this had a significant economic effect. How can a steam locomotive be filled with water while moving?",https://www.trizland.ru/tasks/6201/
Problem 1434. Speed ​​of a sailboat ,"In the 15th century, sea sailing ships did not yet have precise stationary instruments that determined the speed of the ship. But sailors, knowing a simple formula for the dependence of speed on time and distance, learned to calculate the speed while the ship was moving under sail in the open ocean on calm water. How did they do it?",https://www.trizland.ru/tasks/6203/
Problem 1435. “Censorship never sleeps”,"All press in Russia at the beginning of the twentieth century was reviewed by state censors before publication. The weekly magazine Satyricon, published in St. Petersburg and edited by Arkady Averchenko, often published caustic caricatures and satirical materials. The censors sometimes didn't let them through. But disrupting the publication of the magazine meant losing readers. There was not enough time to replace the banned article. How can journalists get out of a difficult situation? All press in Russia at the beginning of the twentieth century was reviewed by state censors before going to press. The weekly magazine Satyricon, published in St. Petersburg and edited by Arkady Averchenko, often published caustic caricatures and satirical materials. The censors sometimes didn't let them through. But disrupting the publication of the magazine meant losing readers. There was not enough time to replace the banned article. How can journalists get out of a difficult situation?",https://www.trizland.ru/tasks/6204/
Problem 1436. “How to preserve the vaccine?”,"In the 18th century Smallpox was rampant in the Spanish colonies in America. In Europe, by that time a vaccine had already been used against the terrible disease - the cowpox virus was injected, which people endured almost unnoticed for two weeks, but after that they did not suffer from the deadly human smallpox. The King of Spain ordered his personal physician to deliver the vaccine to the American colonies to stop the epidemic. But they did not yet know how to sterilely store a viral vaccine, and it was reckless to take a herd of smallpox-infected cows on board a ship. How can a doctor preserve vaccinia virus vaccine during a months-long voyage across the ocean?",https://www.trizland.ru/tasks/6205/
Problem 1438. “Don’t sleep on the table”,"In 1837, a Parisian newspaper correspondent arrived in London to cover the coronation of Queen Victoria. There were no places in the hotels, and the journalist barely managed to persuade the owner of one tavern to let him spend the night at least somewhere under the roof. The owner of the tavern laid a mattress on the billiard table, and in the morning presented the bill, as if the journalist had not slept and played billiards all night. The journalist refused to pay the bill. The innkeeper sued and won the case. What argument did the innkeeper give to justify his demands for full payment for the rent of the billiard table?",https://www.trizland.ru/tasks/6207/
Problem 1439. Safe Escalator,"In the first escalators - “moving stairs” - the most dangerous place for passengers was the gap between the moving step and the stationary platform under which the step is hidden. There was a danger that the heel or toe of a shoe of an unwary passenger would get caught in this gap. Then injury cannot be avoided! How was it possible to prevent the shoes of passengers riding an escalator from getting into the gap between the moving step and the stationary platform? In the first escalators - “moving stairs” - the most dangerous place for passengers was the gap between the moving step and the stationary platform, under which the step is hidden. There was a danger that the heel or toe of a shoe of an unwary passenger would get caught in this gap. Then injury cannot be avoided! How was it possible to prevent the shoes of passengers riding an escalator from falling into the gap between the moving step and the stationary platform?",https://www.trizland.ru/tasks/6208/
Problem 1440. Extra spacers,"In the 19th century, the first flying airships had a fabric shell. It was stretched over a wooden frame with transverse and longitudinal struts. Without a frame, the fabric simply folded in flight. The air inside the fabric shell - to increase the flight duration - could only be heated to a certain temperature. This was a big drawback. With the invention of light aluminum alloys, all-metal airships appeared: both the frame and the shell were made of duralumin, a light alloy of aluminum. The total weight of the airship, of course, increased. In 1912, K. N. Tsiolkovsky proposed his design of an all-metal airship. To lighten the weight, there were no longitudinal struts in its frame, but the airship itself retained the strength of its shape. How did Tsiolkovsky manage to achieve this?",https://www.trizland.ru/tasks/6209/
Problem 1441. Age of sleepers,"Since the development of railways in the 19th century, wooden sleepers have been laid under the rails. Over time, the sleepers became unusable. And road construction was not fast. For timely preventive replacement of sleepers - traffic safety depended on this - it was necessary to know exactly the date of their laying. For the USA, where railways across endless prairies were laid and maintained by different companies, at different times, under different conditions, this was especially relevant. How was it possible to resolve the problem and indicate the date of laying on the sleepers so that neither weather conditions nor natural wear and tear could erase this designation?",https://www.trizland.ru/tasks/6210/
Problem 1442. “Pipeline along the bottom of a reservoir”,"In the gas, oil and other industries, they often resort to laying pipelines along the bottom of various bodies of water. But when laying a pipeline, the problem of joining pipes under water arises: if there is water in the pipe, the pipe sinks, if there is air in the pipe, it floats. How to immerse two pipes to the bottom of a reservoir and connect there so that as a result there is no water in them, and a person can move from one pipe to another?",https://www.trizland.ru/tasks/6213/
Problem 1443. “Illumination of the parachutist”,"A parachutist equipped with lighting equipment, when landing in the dark, can, if necessary, illuminate the place of his landing or indicate his presence in the sky for those who are waiting for him on the ground. You can, of course, for this purpose, take with you in advance a powerful rechargeable battery that will power the electric lamps. And you can use existing resources for this purpose. How?",https://www.trizland.ru/tasks/6214/
